Title,Authors,Published,Updated,Summary,ID,Categories,Real_Categories
Selected topics on parton distribution functions,"['M. Hirai', 'H. Kawamura', 'S. Kumano', 'K. Saito']",2011-11-02T00:16:30Z,2011-11-02T00:16:30Z,"We report recent studies on structure functions of the nucleon and nuclei.
First, clustering effects are investigated in the structure function F_2 of
Be-9 for explaining an unusual nuclear correction found in a JLab experiment.
We propose that high densities created by formation of clustering structure
like 2*alpha+neutron in Be-9 is the origin of the unexpected JLab result by
using the antisymmetrized molecular dynamics (AMD). There is an approved
proposal at JLab to investigate the structure functions of light nuclei
including the cluster structure, so that much details will become clear in a
few years. Second, tensor-polarized quark and antiquark distributions are
obtained by analyzing HERMES measurements on the structure function b_1 for the
deuteron. The result suggests a finite tensor polarization for antiquark
distributions, which is an interesting topic for further theoretical and
experimental investigations. An experimental proposal exists at JLab for
measuring b_1 of the deuteron as a new tensor-structure study in 2010's.
Furthermore, the antiquark tensor polarization could be measured by polarized
deuteron Drell-Yan processes at hadron facilities such as J-PARC and GSI-FAIR.
Third, the recent CDF dijet anomaly is investigated within the standard model
by considering possible modifications of the strange-quark distribution. We
find that the shape of a dijet-mass spectrum changes depending on the
strange-quark distribution. It indicates that the CDF excess could be partially
explained as a PDF effect, particularly by the strangeness in the nucleon,
within the standard model if the excess at m_{jj}~140 GeV is not a sharp peak.",http://arxiv.org/abs/1111.0353v1,[],[]
Neutrino-Nucleus Interactions around 1 GeV,['Ulrich Mosel'],2011-11-07T21:00:15Z,2011-11-07T21:00:15Z,"The extraction of neutrino oscillation parameters often requires the
unambiguous identification of the reaction mechanism to be used for the energy
determination. The use of nuclear targets and of beams with broad energy
distributions complicates this task because it requires the reliable
description of many different elementary processes and the use of event
generators to isolate and identify them. In this talk I briefly summarize our
present understanding of this task.",http://arxiv.org/abs/1111.1732v1,[],[]
"Charged particle multiplicities in pA interactions at the LHC from the
  Color Glass Condensate",['Amir H. Rezaeian'],2011-11-09T19:48:04Z,2012-01-05T17:55:47Z,"The forthcoming LHC measurement of hadron multiplicity in proton-nucleus
collisions is a crucial test of the k_t factorization and gluon saturation
based models. Here, we provide quantitative predictions for the pseudorapidity
distribution of charged particles produced in minimum bias proton-nucleus
collisions at the LHC based on the idea of gluon saturation in the color-glass
condensate framework. Our formulation gives good descriptions of the LHC and
RHIC data for the charged-hadron multiplicities in both proton-proton and
nucleus-nucleus collisions, and also the deep inelastic scattering at HERA at
small Bjorken-x.",http://arxiv.org/abs/1111.2312v2,[],[]
Strangeness Production in Hadron Reactions,"['H. Machner', 'F. Hinterberger', 'R. Siudak']",2011-11-21T09:19:40Z,2011-11-21T09:19:40Z,"The paper gives an overview of strangeness-production experiments at the
Cooler Synchrotron COSY. Results on kaon-pair and $\phi$ meson production in
$pp$, $pd$ and $dd$ collisions, hyperon-production experiments and $\Lambda p$
final-state interaction studies are presented as well as a search for a
strangeness $S=-1$ resonance in the $\Lambda p$ system.",http://arxiv.org/abs/1111.4794v1,[],[]
NLO corrections to timelike and spacelike DVCS,"['B. Pire', 'L. Szymanowski', 'J. Wagner']",2011-11-25T08:48:19Z,2011-11-25T08:48:19Z,"Generalized Parton Distributions (GPDs) offer a new way to access the quark
and gluon nucleon structure. We advocate the need to supplement the
experimental study of deeply virtual Compton scattering by its crossed version,
timelike Compton scattering. We review recent progress in this domain,
emphasizing the need to include NLO corrections to any phenomenological program
to extract GPDs from experimental data.",http://arxiv.org/abs/1111.5913v1,[],[]
Anomalous decays of eta' and eta into four pions,"['Feng-Kun Guo', 'Bastian Kubis', 'Andreas Wirzba']",2011-11-25T11:24:56Z,2012-01-13T08:30:46Z,"We calculate the branching ratios of the yet unmeasured eta' decays into four
pions, based on a combination of chiral perturbation theory and vector-meson
dominance. The decays eta' --> 2(pi+ pi-) and eta' --> pi+ pi- 2pi0 are P-wave
dominated and can largely be thought to proceed via two rho resonances; we
predict branching fractions of (1.0+-0.3)*10^-4 and (2.4+-0.7)*10^-4,
respectively, not much lower than the current experimental upper limits. The
decays eta' --> 4pi0 and eta --> 4pi0, in contrast, are D-wave driven as long
as conservation of CP symmetry is assumed, and are significantly further
suppressed; any experimental evidence for the decay eta --> 4pi0 could almost
certainly be interpreted as a signal of CP violation. We also calculate the
CP-violating amplitudes for eta' --> 4pi0 and eta --> 4pi0 induced by the QCD
theta-term.",http://arxiv.org/abs/1111.5949v2,[],[]
My strange times with Johann Rafelski,['Giorgio Torrieri'],2011-11-25T14:49:27Z,2011-11-25T14:49:27Z,"I will give a short review the physics of strangeness enhancement in
quark-gluon plasma, and argue that it is currently the best candidate of a
signature of deconfinement. I will also discuss what strangeness abundance can
tell us about the bulk properties of the system created in heavy ion
collisions.",http://arxiv.org/abs/1111.6010v1,[],[]
Pretzelosity TMD and Quark Orbital Angular Momentum,"[""C. Lorce'"", 'B. Pasquini']",2011-11-25T17:47:24Z,2012-03-22T05:13:54Z,"We study the connection between the quark orbital angular momentum and the
pretzelosity transverse-momentum dependent parton distribution function. We
discuss the origin of this relation in quark models, identifying as key
ingredient for its validity the assumption of spherical symmetry for the
nucleon in its rest frame. Finally we show that the individual quark
contributions to the orbital angular momentum obtained from this relation can
not be interpreted as the intrinsic contributions, but include the contribution
from the transverse centre of momentum which cancels out only in the total
orbital angular momentum.",http://arxiv.org/abs/1111.6069v3,[],[]
Strange quark matter:Business as usual or phase transition?,['Giorgio Torrieri'],2011-11-25T22:37:55Z,2011-11-25T22:37:55Z,"We give an overview of some results presented at the Strange Quark Matter
2011 conference in Krakow, and interpret them in light of the search of the
search for a QCD deconfinement phase transition in heavy ion collisions",http://arxiv.org/abs/1111.6122v1,[],[]
"Theoretical analysis of a possible observation of the chiral magnetic
  effect in Au + Au collisions within the RHIC beam energy scan program","['V. D. Toneev', 'V. Voronyuk', 'E. L. Bratkovskaya', 'W. Cassing', 'V. P. Konchakovski', 'S. A. Voloshin']",2011-12-12T15:54:23Z,2012-03-26T15:18:29Z,"In terms of the hadron-string-dynamics (HSD) approach we investigate the
correlation function in the azimuthal angle $\psi$ of charged hadrons that is
expected to be sensitive to a signal of local strong parity violation. Our
analysis of Au+Au collisions is based on the recent STAR data within the RHIC
Beam-Energy-Scan (BES) program. The HSD model reasonably reproduces STAR data
for $\sqrt{s_{NN}}=$7.7 GeV, while there are some deviations from the
experiment at the collision energy of 11.5 GeV and an increase of deviations
between theory and experiment at $\sqrt{s_{NN}}=$39 GeV. For reference, the
results for $\sqrt{s_{NN}}=$ 200 GeV are given as well. The role of the
retarded electromagnetic field is discussed and a compensation effect for the
action of its electric and magnetic components is pointed out. We conclude that
the recent RHIC BES data at $\sqrt{s_{NN}}=$7.7 and 11.5 GeV can be understood
on the hadronic level without involving the idea of a strong parity violation;
however, at $\sqrt{s_{NN}}\sim$40 GeV and above one needs to take into
consideration explicit partonic (quark-qluon) degrees-of-freedom for a proper
treatment of the dynamics.",http://arxiv.org/abs/1112.2595v2,[],[]
"Production of cascade hypernuclei via the (K-,K+) reaction within a
  quark-meson coupling model","['R. Shyam', 'K. Tsushima', 'A. W. Thomas']",2011-12-15T07:12:59Z,2012-01-28T00:58:33Z,"We study the production of bound cascade hypernuclei via the (K-,K+) reaction
on 12C and 28Si targets within a covariant effective Lagrangian model,
employing the cascade bound state spinors derived from the latest quark-meson
coupling model as well as Dirac single particle wave functions. The K+-cascade
production vertex is described by excitation, propagation and decay of Lambda
and Sigma resonance states in the initial collision of a K- meson with a target
proton in the incident channel. The parameters of the resonance vertices are
fixed by describing the available data on total and differential cross sections
for the cascade production in elementary (K-,K+) reaction. We find that both
the elementary and hypernuclear production cross sections are dominated by the
contributions from the Lambda(1520) intermediate resonant state. The 0 degree
differential cross sections for the formation of simple s-state cascade
particle-hole states peak at a beam momentum around 1.0 GeV/c, with a value in
excess of 1 mub.",http://arxiv.org/abs/1112.3436v2,[],[]
"Heavy quark production in photon - Pomeron interactions at hadronic
  colliders","['V. P. Goncalves', 'M. M. Machado']",2011-12-15T13:05:52Z,2011-12-15T13:05:52Z,"The diffractive heavy quark cross sections are estimated considering
photon-Pomeron ($\gamma \pom$) interactions in hadron - hadron at RHIC,
Tevatron, and CERN LHC energies. We assume the validity of the hard diffractive
factorization and calculate the charm and bottom total cross sections and
rapidity distributions using the diffractive parton distribution functions of
the Pomeron obtained by the H1 Collaboration at DESY-HERA. Moreover, we compare
our predictions with those obtained using the dipole model. We verify that this
process is a good test of the different mechanisms for diffractive heavy quark
production at hadron - hadron colliders.",http://arxiv.org/abs/1112.3500v1,[],[]
"A consistent model for πN transition distribution amplitudes and
  backward pion electroproduction","['J. P. Lansberg', 'B. Pire', 'K. Semenov-Tian-Shansky', 'L. Szymanowski']",2011-12-15T17:14:25Z,2011-12-15T17:14:25Z,"The extension of the concept of generalized parton distributions leads to the
introduction of baryon to meson transition distribution amplitudes (TDAs),
non-diagonal matrix elements of the nonlocal three quark operator between a
nucleon and a meson state. We present a general framework for modelling nucleon
to pion ($\pi N$) TDAs. Our main tool is the spectral representation for \pi N
TDAs in terms of quadruple distributions. We propose a factorized Ansatz for
quadruple distributions with input from the soft-pion theorem for \pi N TDAs.
The spectral representation is complemented with a D-term like contribution
from the nucleon exchange in the cross channel. We then study backward pion
electroproduction in the QCD collinear factorization approach in which the
non-perturbative part of the amplitude involves \pi N TDAs. Within our two
component model for \pi N TDAs we update previous leading-twist estimates of
the unpolarized cross section. Finally, we compute the transverse target single
spin asymmetry as a function of skewness. We find it to be sizable in the
valence region and sensitive to the phenomenological input of our \pi N TDA
model.",http://arxiv.org/abs/1112.3570v1,[],[]
